Date,Price
"Dec 09, 2005",59.39
"Dec 08, 2005",60.66
"Dec 07, 2005",59.21
"Dec 06, 2005",59.94
"Dec 05, 2005",59.91
"Dec 02, 2005",59.32
"Dec 01, 2005",58.47
"Nov 30, 2005",57.32
"Nov 29, 2005",56.5
"Nov 28, 2005",57.36
"Nov 23, 2005",58.71
"Nov 22, 2005",58.84
"Nov 21, 2005",57.7
"Nov 18, 2005",56.14
"Nov 17, 2005",56.34
"Nov 16, 2005",57.88
"Nov 15, 2005",56.98
"Nov 14, 2005",57.69
"Nov 11, 2005",57.53
"Nov 10, 2005",57.8
"Nov 09, 2005",58.93
"Nov 08, 2005",59.71
"Nov 07, 2005",59.47
"Nov 04, 2005",60.58
"Nov 03, 2005",61.78
"Nov 02, 2005",59.75
"Nov 01, 2005",59.85
"Oct 31, 2005",59.76
"Oct 28, 2005",61.22
"Oct 27, 2005",61.09
"Oct 26, 2005",60.66
"Oct 25, 2005",62.44
"Oct 24, 2005",60.32
"Oct 21, 2005",60.63
"Oct 20, 2005",61.03
"Oct 19, 2005",62.41
"Oct 18, 2005",63.2
"Oct 17, 2005",64.36
"Oct 14, 2005",62.63
"Oct 13, 2005",63.08
"Oct 12, 2005",64.12
"Oct 11, 2005",63.53
"Oct 10, 2005",61.8
"Oct 07, 2005",61.84
"Oct 06, 2005",61.36
"Oct 05, 2005",62.79
"Oct 04, 2005",63.9
"Oct 03, 2005",65.47
"Sep 30, 2005",66.24
"Sep 29, 2005",66.79
"Sep 28, 2005",66.35
"Sep 27, 2005",65.07
"Sep 26, 2005",65.82
"Sep 23, 2005",64.19
"Sep 22, 2005",66.5
"Sep 21, 2005",66.8
"Sep 20, 2005",66.23
"Sep 19, 2005",67.39
"Sep 16, 2005",63
"Sep 15, 2005",64.75
"Sep 14, 2005",65.09
"Sep 13, 2005",63.11
"Sep 12, 2005",63.34
"Sep 09, 2005",64.08
"Sep 08, 2005",64.49
"Sep 07, 2005",64.37
"Sep 06, 2005",65.96
"Sep 02, 2005",67.57
"Sep 01, 2005",69.47
"Aug 31, 2005",68.94
"Aug 30, 2005",69.81
"Aug 29, 2005",67.2
"Aug 26, 2005",66.13
"Aug 25, 2005",67.49
"Aug 24, 2005",67.32
"Aug 23, 2005",65.71
"Aug 22, 2005",65.45
"Aug 19, 2005",65.35
"Aug 18, 2005",63.27
"Aug 17, 2005",63.25
"Aug 16, 2005",66.08
"Aug 15, 2005",66.27
"Aug 12, 2005",66.86
"Aug 11, 2005",65.8
"Aug 10, 2005",64.9
"Aug 09, 2005",63.07
"Aug 08, 2005",63.94
"Aug 05, 2005",62.31
"Aug 04, 2005",61.38
"Aug 03, 2005",60.86
"Aug 02, 2005",61.89
"Aug 01, 2005",61.57
"Jul 29, 2005",60.57
"Jul 28, 2005",59.94
"Jul 27, 2005",59.11
"Jul 26, 2005",59.2
"Jul 25, 2005",59
"Jul 22, 2005",58.65
"Jul 21, 2005",57.13
"Jul 20, 2005",56.72
"Jul 19, 2005",57.46
"Jul 18, 2005",57.32
"Jul 15, 2005",58.09
"Jul 14, 2005",57.8
"Jul 13, 2005",60.01
"Jul 12, 2005",60.62
"Jul 11, 2005",58.92
"Jul 08, 2005",59.63
"Jul 07, 2005",60.73
"Jul 06, 2005",61.28
"Jul 05, 2005",59.59
"Jul 01, 2005",58.75
"Jun 30, 2005",56.5
"Jun 29, 2005",57.26
"Jun 28, 2005",58.2
"Jun 27, 2005",60.54
"Jun 24, 2005",59.84
"Jun 23, 2005",59.42
"Jun 22, 2005",58.09
"Jun 21, 2005",58.9
"Jun 20, 2005",59.37
"Jun 17, 2005",58.47
"Jun 16, 2005",56.58
"Jun 15, 2005",55.57
"Jun 14, 2005",55
"Jun 13, 2005",55.62
"Jun 10, 2005",53.54
"Jun 09, 2005",54.28
"Jun 08, 2005",52.54
"Jun 07, 2005",53.76
"Jun 06, 2005",54.49
"Jun 03, 2005",55.03
"Jun 02, 2005",53.63
"Jun 01, 2005",54.6
"May 31, 2005",51.97
"May 27, 2005",51.85
"May 26, 2005",51.01
"May 25, 2005",50.98
"May 24, 2005",49.67
"May 23, 2005",49.16
"May 20, 2005",46.8
"May 19, 2005",46.92
"May 18, 2005",47.25
"May 17, 2005",48.97
"May 16, 2005",48.61
"May 13, 2005",48.67
"May 12, 2005",48.54
"May 11, 2005",50.45
"May 10, 2005",52.07
"May 09, 2005",52.03
"May 06, 2005",50.96
"May 05, 2005",50.83
"May 04, 2005",50.13
"May 03, 2005",49.5
"May 02, 2005",50.92
"Apr 29, 2005",49.72
"Apr 28, 2005",51.77
"Apr 27, 2005",51.61
"Apr 26, 2005",54.2
"Apr 25, 2005",54.57
"Apr 22, 2005",55.39
"Apr 21, 2005",54.2
"Apr 20, 2005",52.44
"Apr 19, 2005",52.29
"Apr 18, 2005",50.37
"Apr 15, 2005",50.49
"Apr 14, 2005",51.13
"Apr 13, 2005",50.22
"Apr 12, 2005",51.86
"Apr 11, 2005",53.71
"Apr 08, 2005",53.32
"Apr 07, 2005",54.11
"Apr 06, 2005",55.85
"Apr 05, 2005",56.04
"Apr 04, 2005",57.01
"Apr 01, 2005",57.27
"Mar 31, 2005",55.4
"Mar 30, 2005",53.99
"Mar 29, 2005",54.23
"Mar 28, 2005",54.05
"Mar 24, 2005",54.84
"Mar 23, 2005",53.81
"Mar 22, 2005",56.03
"Mar 21, 2005",56.62
"Mar 18, 2005",56.72
"Mar 17, 2005",56.4
"Mar 16, 2005",56.46
"Mar 15, 2005",55.05
"Mar 14, 2005",54.95
"Mar 11, 2005",54.43
"Mar 10, 2005",53.54
"Mar 09, 2005",54.77
"Mar 08, 2005",54.59
"Mar 07, 2005",53.89
"Mar 04, 2005",53.78
"Mar 03, 2005",53.57
"Mar 02, 2005",53.05
"Mar 01, 2005",51.68
"Feb 28, 2005",51.75
"Feb 25, 2005",51.49
"Feb 24, 2005",51.39
"Feb 23, 2005",51.17
"Feb 22, 2005",51.15
"Feb 18, 2005",48.35
"Feb 17, 2005",47.54
"Feb 16, 2005",48.33
"Feb 15, 2005",47.26
"Feb 14, 2005",47.44
"Feb 11, 2005",47.16
"Feb 10, 2005",47.1
"Feb 09, 2005",45.46
"Feb 08, 2005",45.4
"Feb 07, 2005",45.28
"Feb 04, 2005",46.48
"Feb 03, 2005",46.45
"Feb 02, 2005",46.69
"Feb 01, 2005",47.12
"Jan 31, 2005",48.2
"Jan 28, 2005",47.18
"Jan 27, 2005",48.84
"Jan 26, 2005",48.78
"Jan 25, 2005",49.64
"Jan 24, 2005",48.81
"Jan 21, 2005",48.53
"Jan 20, 2005",46.91
"Jan 19, 2005",47.55
"Jan 18, 2005",48.38
"Jan 14, 2005",48.38
"Jan 13, 2005",48.04
"Jan 12, 2005",46.37
"Jan 11, 2005",45.68
"Jan 10, 2005",45.33
"Jan 07, 2005",45.43
"Jan 06, 2005",45.56
"Jan 05, 2005",43.39
"Jan 04, 2005",43.91
"Jan 03, 2005",42.12
"Dec 30, 2004",43.45
"Dec 29, 2004",43.64
"Dec 28, 2004",41.77
"Dec 27, 2004",41.32
"Dec 23, 2004",44.18
"Dec 22, 2004",44.24
"Dec 21, 2004",45.76
"Dec 20, 2004",45.64
"Dec 17, 2004",46.28
"Dec 16, 2004",44.18
"Dec 15, 2004",44.19
"Dec 14, 2004",41.82
"Dec 13, 2004",41.01
"Dec 10, 2004",40.71
"Dec 09, 2004",42.53
"Dec 08, 2004",41.94
"Dec 07, 2004",41.46
"Dec 06, 2004",42.98
"Dec 03, 2004",42.54
"Dec 02, 2004",43.25
"Dec 01, 2004",45.49
"Nov 30, 2004",49.13
"Nov 29, 2004",49.76
"Nov 24, 2004",49.44
"Nov 23, 2004",48.94
"Nov 22, 2004",48.64
"Nov 19, 2004",48.44
"Nov 18, 2004",46.22
"Nov 17, 2004",46.84
"Nov 16, 2004",46.11
"Nov 15, 2004",46.87
"Nov 12, 2004",47.32
"Nov 11, 2004",47.42
"Nov 10, 2004",48.86
"Nov 09, 2004",47.37
"Nov 08, 2004",49.09
"Nov 05, 2004",49.61
"Nov 04, 2004",48.82
"Nov 03, 2004",50.88
"Nov 02, 2004",49.62
"Nov 01, 2004",50.13
"Oct 29, 2004",51.76
"Oct 28, 2004",50.92
"Oct 27, 2004",52.46
"Oct 26, 2004",55.17
"Oct 25, 2004",54.54
"Oct 22, 2004",55.17
"Oct 21, 2004",54.47
"Oct 20, 2004",54.92
"Oct 19, 2004",53.29
"Oct 18, 2004",53.67
"Oct 15, 2004",54.93
"Oct 14, 2004",54.76
"Oct 13, 2004",53.64
"Oct 12, 2004",52.51
"Oct 11, 2004",53.64
"Oct 08, 2004",53.31
"Oct 07, 2004",52.67
"Oct 06, 2004",52.02
"Oct 05, 2004",51.09
"Oct 04, 2004",49.91
"Oct 01, 2004",50.12
"Sep 30, 2004",49.64
"Sep 29, 2004",49.51
"Sep 28, 2004",49.9
"Sep 27, 2004",49.64
"Sep 24, 2004",48.88
"Sep 23, 2004",48.46
"Sep 22, 2004",48.35
"Sep 21, 2004",47.1
"Sep 20, 2004",46.35
"Sep 17, 2004",45.59
"Sep 16, 2004",43.88
"Sep 15, 2004",43.58
"Sep 14, 2004",44.39
"Sep 13, 2004",43.87
"Sep 10, 2004",42.81
"Sep 09, 2004",44.61
"Sep 08, 2004",42.77
"Sep 07, 2004",43.31
"Sep 03, 2004",43.99
"Sep 02, 2004",44.06
"Sep 01, 2004",44
"Aug 31, 2004",42.12
"Aug 30, 2004",42.28
"Aug 27, 2004",43.18
"Aug 26, 2004",43.1
"Aug 25, 2004",43.47
"Aug 24, 2004",45.21
"Aug 23, 2004",46.05
"Aug 20, 2004",47.86
"Aug 19, 2004",48.7
"Aug 18, 2004",47.27
"Aug 17, 2004",46.75
"Aug 16, 2004",46.05
"Aug 13, 2004",46.58
"Aug 12, 2004",45.5
"Aug 11, 2004",44.8
"Aug 10, 2004",44.52
"Aug 09, 2004",44.84
"Aug 06, 2004",43.95
"Aug 05, 2004",44.41
"Aug 04, 2004",42.83
"Aug 03, 2004",44.15
"Aug 02, 2004",43.82
"Jul 30, 2004",43.8
"Jul 29, 2004",42.75
"Jul 28, 2004",42.9
"Jul 27, 2004",41.84
"Jul 26, 2004",41.44
"Jul 23, 2004",41.71
"Jul 22, 2004",41.36
"Jul 21, 2004",40.58
"Jul 20, 2004",40.86
"Jul 19, 2004",41.64
"Jul 16, 2004",41.25
"Jul 15, 2004",40.77
"Jul 14, 2004",40.97
"Jul 13, 2004",39.44
"Jul 12, 2004",39.5
"Jul 09, 2004",39.96
"Jul 08, 2004",40.33
"Jul 07, 2004",39.08
"Jul 06, 2004",39.65
"Jul 02, 2004",38.39
"Jul 01, 2004",38.74
"Jun 30, 2004",37.05
"Jun 29, 2004",35.66
"Jun 28, 2004",36.24
"Jun 25, 2004",37.55
"Jun 24, 2004",37.93
"Jun 23, 2004",37.57
"Jun 22, 2004",38.11
"Jun 21, 2004",37.63
"Jun 18, 2004",38.75
"Jun 17, 2004",38.46
"Jun 16, 2004",37.32
"Jun 15, 2004",37.19
"Jun 14, 2004",37.59
"Jun 10, 2004",38.45
"Jun 09, 2004",37.54
"Jun 08, 2004",37.28
"Jun 07, 2004",38.66
"Jun 04, 2004",38.49
"Jun 03, 2004",39.28
"Jun 02, 2004",39.96
"Jun 01, 2004",42.33
"May 28, 2004",39.88
"May 27, 2004",39.44
"May 26, 2004",40.7
"May 25, 2004",41.14
"May 24, 2004",41.72
"May 21, 2004",39.93
"May 20, 2004",40.92
"May 19, 2004",41.5
"May 18, 2004",40.54
"May 17, 2004",41.55
"May 14, 2004",41.38
"May 13, 2004",41.08
"May 12, 2004",40.77
"May 11, 2004",40.06
"May 10, 2004",38.93
"May 07, 2004",39.93
"May 06, 2004",39.37
"May 05, 2004",39.57
"May 04, 2004",38.98
"May 03, 2004",38.21
"Apr 30, 2004",37.38
"Apr 29, 2004",37.31
"Apr 28, 2004",37.46
"Apr 27, 2004",37.53
"Apr 26, 2004",36.97
"Apr 23, 2004",36.46
"Apr 22, 2004",36.71
"Apr 21, 2004",35.73
"Apr 20, 2004",37.6
"Apr 19, 2004",37.42
"Apr 16, 2004",37.74
"Apr 15, 2004",37.57
"Apr 14, 2004",36.72
"Apr 13, 2004",37.21
"Apr 12, 2004",37.84
"Apr 08, 2004",37.14
"Apr 07, 2004",36.15
"Apr 06, 2004",34.97
"Apr 05, 2004",34.38
"Apr 02, 2004",34.39
"Apr 01, 2004",34.27
"Mar 31, 2004",35.76
"Mar 30, 2004",36.25
"Mar 29, 2004",35.45
"Mar 26, 2004",35.73
"Mar 25, 2004",35.51
"Mar 24, 2004",37.01
"Mar 23, 2004",37.45
"Mar 22, 2004",37.11
"Mar 19, 2004",38.08
"Mar 18, 2004",37.93
"Mar 17, 2004",38.18
"Mar 16, 2004",37.48
"Mar 15, 2004",37.44
"Mar 12, 2004",36.19
"Mar 11, 2004",36.78
"Mar 10, 2004",36.1
"Mar 09, 2004",36.28
"Mar 08, 2004",36.57
"Mar 05, 2004",37.26
"Mar 04, 2004",36.64
"Mar 03, 2004",35.8
"Mar 02, 2004",36.66
"Mar 01, 2004",36.86
"Feb 27, 2004",36.16
"Feb 26, 2004",35.51
"Feb 25, 2004",35.68
"Feb 24, 2004",34.58
"Feb 23, 2004",34.35
"Feb 20, 2004",35.6
"Feb 19, 2004",36
"Feb 18, 2004",35.45
"Feb 17, 2004",35.19
"Feb 13, 2004",34.56
"Feb 12, 2004",33.98
"Feb 11, 2004",34
"Feb 10, 2004",33.87
"Feb 09, 2004",32.83
"Feb 06, 2004",32.48
"Feb 05, 2004",33.08
"Feb 04, 2004",33.1
"Feb 03, 2004",34.1
"Feb 02, 2004",34.98
"Jan 30, 2004",33.05
"Jan 29, 2004",32.81
"Jan 28, 2004",33.62
"Jan 27, 2004",34.12
"Jan 26, 2004",34.47
"Jan 23, 2004",34.94
"Jan 22, 2004",34.93
"Jan 21, 2004",34.58
"Jan 20, 2004",36.2
"Jan 16, 2004",35.07
"Jan 15, 2004",33.44
"Jan 14, 2004",34.5
"Jan 13, 2004",34.43
"Jan 12, 2004",34.72
"Jan 09, 2004",34.31
"Jan 08, 2004",33.98
"Jan 07, 2004",33.62
"Jan 06, 2004",33.7
"Jan 05, 2004",33.78
"Dec 31, 2003",32.52
"Dec 30, 2003",32.79
"Dec 29, 2003",32.4
"Dec 24, 2003",32.86
"Dec 23, 2003",31.95
"Dec 22, 2003",31.87
"Dec 19, 2003",33.02
"Dec 18, 2003",33.71
"Dec 17, 2003",33.35
"Dec 16, 2003",32.89
"Dec 15, 2003",33.18
"Dec 12, 2003",33.04
"Dec 11, 2003",31.85
"Dec 10, 2003",31.88
"Dec 09, 2003",31.76
"Dec 08, 2003",32.1
"Dec 05, 2003",30.73
"Dec 04, 2003",31.26
"Dec 03, 2003",31.1
"Dec 02, 2003",30.78
"Dec 01, 2003",29.95
"Nov 26, 2003",30.41
"Nov 25, 2003",29.77
"Nov 24, 2003",29.74
"Nov 21, 2003",31.61
"Nov 20, 2003",32.86
"Nov 19, 2003",32.92
"Nov 18, 2003",33.28
"Nov 17, 2003",31.73
"Nov 14, 2003",32.37
"Nov 13, 2003",31.9
"Nov 12, 2003",31.33
"Nov 11, 2003",31.15
"Nov 10, 2003",30.88
"Nov 07, 2003",30.85
"Nov 06, 2003",30.26
"Nov 05, 2003",30.3
"Nov 04, 2003",28.75
"Nov 03, 2003",28.9
"Oct 31, 2003",29.11
"Oct 30, 2003",28.47
"Oct 29, 2003",28.91
"Oct 28, 2003",29.56
"Oct 27, 2003",29.92
"Oct 24, 2003",30.16
"Oct 23, 2003",30.3
"Oct 22, 2003",29.92
"Oct 21, 2003",30.18
"Oct 20, 2003",30.35
"Oct 17, 2003",30.68
"Oct 16, 2003",31.54
"Oct 15, 2003",31.77
"Oct 14, 2003",31.82
"Oct 13, 2003",31.95
"Oct 10, 2003",31.97
"Oct 09, 2003",31.01
"Oct 08, 2003",29.81
"Oct 07, 2003",30.41
"Oct 06, 2003",30.47
"Oct 03, 2003",30.4
"Oct 02, 2003",29.84
"Oct 01, 2003",29.39
"Sep 30, 2003",29.2
"Sep 29, 2003",28.4
"Sep 26, 2003",28.16
"Sep 25, 2003",28.29
"Sep 24, 2003",28.24
"Sep 23, 2003",27.13
"Sep 22, 2003",26.96
"Sep 19, 2003",27.03
"Sep 18, 2003",27.17
"Sep 17, 2003",27.03
"Sep 16, 2003",27.56
"Sep 15, 2003",28.14
"Sep 12, 2003",28.27
"Sep 11, 2003",28.82
"Sep 10, 2003",29.35
"Sep 09, 2003",29.18
"Sep 08, 2003",28.85
"Sep 05, 2003",28.88
"Sep 04, 2003",28.98
"Sep 03, 2003",29.49
"Sep 02, 2003",29.41
"Aug 29, 2003",31.57
"Aug 28, 2003",31.5
"Aug 27, 2003",31.21
"Aug 26, 2003",31.95
"Aug 25, 2003",31.56
"Aug 22, 2003",31.84
"Aug 21, 2003",31.88
"Aug 20, 2003",30.95
"Aug 19, 2003",30.7
"Aug 18, 2003",30.89
"Aug 15, 2003",31.05
"Aug 14, 2003",31.09
"Aug 13, 2003",30.78
"Aug 12, 2003",31.92
"Aug 11, 2003",32.01
"Aug 08, 2003",32.18
"Aug 07, 2003",32.39
"Aug 06, 2003",31.7
"Aug 05, 2003",32.22
"Aug 04, 2003",31.84
"Aug 01, 2003",32.31
"Jul 31, 2003",30.54
"Jul 30, 2003",30.68
"Jul 29, 2003",30.24
"Jul 28, 2003",30.11
"Jul 25, 2003",30.17
"Jul 24, 2003",30.22
"Jul 23, 2003",29.67
"Jul 22, 2003",30.19
"Jul 21, 2003",31.78
"Jul 18, 2003",31.96
"Jul 17, 2003",31.41
"Jul 16, 2003",31.05
"Jul 15, 2003",31.62
"Jul 14, 2003",31.27
"Jul 11, 2003",31.28
"Jul 10, 2003",31.06
"Jul 09, 2003",30.88
"Jul 08, 2003",30.22
"Jul 07, 2003",30.13
"Jul 03, 2003",30.42
"Jul 02, 2003",30.15
"Jul 01, 2003",30.4
"Jun 30, 2003",30.19
"Jun 27, 2003",29.27
"Jun 26, 2003",29.01
"Jun 25, 2003",29.95
"Jun 24, 2003",28.78
"Jun 23, 2003",29.17
"Jun 20, 2003",30.82
"Jun 19, 2003",29.96
"Jun 18, 2003",30.36
"Jun 17, 2003",31.07
"Jun 16, 2003",31.18
"Jun 13, 2003",30.65
"Jun 12, 2003",31.51
"Jun 11, 2003",32.36
"Jun 10, 2003",31.73
"Jun 09, 2003",31.45
"Jun 06, 2003",31.28
"Jun 05, 2003",30.74
"Jun 04, 2003",30.05
"Jun 03, 2003",30.67
"Jun 02, 2003",30.71
"May 30, 2003",29.56
"May 29, 2003",29.1
"May 28, 2003",28.58
"May 27, 2003",29.35
"May 23, 2003",29.16
"May 22, 2003",28.85
"May 21, 2003",29.03
"May 20, 2003",29.28
"May 19, 2003",28.83
"May 16, 2003",29.14
"May 15, 2003",28.74
"May 14, 2003",29.17
"May 13, 2003",28.5
"May 12, 2003",27.35
"May 09, 2003",27.72
"May 08, 2003",26.98
"May 07, 2003",26.23
"May 06, 2003",25.72
"May 05, 2003",26.49
"May 02, 2003",25.67
"May 01, 2003",26.03
"Apr 30, 2003",25.8
"Apr 29, 2003",25.24
"Apr 28, 2003",25.49
"Apr 25, 2003",26.26
"Apr 24, 2003",26.64
"Apr 23, 2003",26.65
"Apr 22, 2003",29.91
"Apr 21, 2003",30.87
"Apr 17, 2003",30.55
"Apr 16, 2003",29.18
"Apr 15, 2003",29.29
"Apr 14, 2003",28.63
"Apr 11, 2003",28.14
"Apr 10, 2003",27.46
"Apr 09, 2003",28.85
"Apr 08, 2003",28
"Apr 07, 2003",27.96
"Apr 04, 2003",28.62
"Apr 03, 2003",28.97
"Apr 02, 2003",28.56
"Apr 01, 2003",29.78
"Mar 31, 2003",31.04
"Mar 28, 2003",30.16
"Mar 27, 2003",30.37
"Mar 26, 2003",28.63
"Mar 25, 2003",27.97
"Mar 24, 2003",28.66
"Mar 21, 2003",26.91
"Mar 20, 2003",28.61
"Mar 19, 2003",29.88
"Mar 18, 2003",31.67
"Mar 17, 2003",34.93
"Mar 14, 2003",35.38
"Mar 13, 2003",36.01
"Mar 12, 2003",37.83
"Mar 11, 2003",36.72
"Mar 10, 2003",37.27
"Mar 07, 2003",37.78
"Mar 06, 2003",37
"Mar 05, 2003",36.69
"Mar 04, 2003",36.89
"Mar 03, 2003",35.88
"Feb 28, 2003",36.6
"Feb 27, 2003",37.2
"Feb 26, 2003",37.7
"Feb 25, 2003",36.06
"Feb 24, 2003",36.48
"Feb 21, 2003",35.58
"Feb 20, 2003",36.79
"Feb 19, 2003",37.16
"Feb 18, 2003",36.96
"Feb 14, 2003",36.8
"Feb 13, 2003",36.36
"Feb 12, 2003",35.77
"Feb 11, 2003",35.44
"Feb 10, 2003",34.48
"Feb 07, 2003",35.12
"Feb 06, 2003",34.16
"Feb 05, 2003",33.93
"Feb 04, 2003",33.58
"Feb 03, 2003",32.76
"Jan 31, 2003",33.51
"Jan 30, 2003",33.85
"Jan 29, 2003",33.63
"Jan 28, 2003",32.67
"Jan 27, 2003",32.29
"Jan 24, 2003",33.28
"Jan 23, 2003",32.25
"Jan 22, 2003",32.85
"Jan 21, 2003",34.61
"Jan 17, 2003",33.91
"Jan 16, 2003",33.66
"Jan 15, 2003",33.21
"Jan 14, 2003",32.37
"Jan 13, 2003",32.26
"Jan 10, 2003",31.68
"Jan 09, 2003",31.99
"Jan 08, 2003",30.56
"Jan 07, 2003",31.08
"Jan 06, 2003",32.1
"Jan 03, 2003",33.08
"Jan 02, 2003",31.85
"Dec 31, 2002",31.2
"Dec 30, 2002",31.37
"Dec 27, 2002",32.72
"Dec 26, 2002",32.49
"Dec 24, 2002",31.97
"Dec 23, 2002",31.75
"Dec 20, 2002",30.3
"Dec 19, 2002",30.56
"Dec 18, 2002",30.44
"Dec 17, 2002",30.1
"Dec 16, 2002",30.1
"Dec 13, 2002",28.44
"Dec 12, 2002",28.01
"Dec 11, 2002",27.4
"Dec 10, 2002",27.74
"Dec 09, 2002",27.2
"Dec 06, 2002",26.93
"Dec 05, 2002",27.29
"Dec 04, 2002",26.71
"Dec 03, 2002",27.3
"Dec 02, 2002",27.24
"Nov 27, 2002",26.89
"Nov 26, 2002",26.4
"Nov 25, 2002",26.11
"Nov 22, 2002",26.76
"Nov 21, 2002",26.35
"Nov 20, 2002",26.98
"Nov 19, 2002",26.42
"Nov 18, 2002",26.71
"Nov 15, 2002",25.51
"Nov 14, 2002",25.29
"Nov 13, 2002",25.19
"Nov 12, 2002",25.9
"Nov 11, 2002",25.94
"Nov 08, 2002",25.78
"Nov 07, 2002",25.38
"Nov 06, 2002",25.77
"Nov 05, 2002",26.14
"Nov 04, 2002",26.95
"Nov 01, 2002",27.13
"Oct 31, 2002",27.22
"Oct 30, 2002",26.81
"Oct 29, 2002",26.86
"Oct 28, 2002",27.29
"Oct 25, 2002",27.05
"Oct 24, 2002",28.2
"Oct 23, 2002",28.18
"Oct 22, 2002",27.92
"Oct 21, 2002",28.37
"Oct 18, 2002",29.6
"Oct 17, 2002",29.62
"Oct 16, 2002",29.47
"Oct 15, 2002",29.72
"Oct 14, 2002",30.03
"Oct 11, 2002",29.37
"Oct 10, 2002",28.97
"Oct 09, 2002",29.35
"Oct 08, 2002",29.48
"Oct 07, 2002",29.64
"Oct 04, 2002",29.62
"Oct 03, 2002",29.76
"Oct 02, 2002",30.49
"Oct 01, 2002",30.83
"Sep 30, 2002",30.45
"Sep 27, 2002",30.54
"Sep 26, 2002",30.41
"Sep 25, 2002",30.64
"Sep 24, 2002",30.77
"Sep 23, 2002",30.71
"Sep 20, 2002",29.61
"Sep 19, 2002",29.5
"Sep 18, 2002",29.48
"Sep 17, 2002",29.08
"Sep 16, 2002",29.67
"Sep 13, 2002",29.81
"Sep 12, 2002",28.85
"Sep 11, 2002",29.77
"Sep 10, 2002",29.73
"Sep 09, 2002",29.73
"Sep 06, 2002",29.61
"Sep 05, 2002",28.98
"Sep 04, 2002",28.27
"Sep 03, 2002",27.79
"Aug 30, 2002",28.98
"Aug 29, 2002",28.92
"Aug 28, 2002",28.34
"Aug 27, 2002",28.83
"Aug 26, 2002",29.28
"Aug 23, 2002",28.63
"Aug 22, 2002",28.84
"Aug 21, 2002",29.24
"Aug 20, 2002",30.11
"Aug 19, 2002",29.84
"Aug 16, 2002",29.33
"Aug 15, 2002",29.06
"Aug 14, 2002",28.15
"Aug 13, 2002",27.9
"Aug 12, 2002",27.86
"Aug 09, 2002",26.86
"Aug 08, 2002",26.67
"Aug 07, 2002",26.5
"Aug 06, 2002",27.17
"Aug 05, 2002",26.58
"Aug 02, 2002",26.84
"Aug 01, 2002",26.47
"Jul 31, 2002",27.02
"Jul 30, 2002",27.36
"Jul 29, 2002",26.55
"Jul 26, 2002",26.54
"Jul 25, 2002",26.77
"Jul 24, 2002",26.87
"Jul 23, 2002",26.31
"Jul 22, 2002",26.6
"Jul 19, 2002",27.83
"Jul 18, 2002",27.57
"Jul 17, 2002",27.88
"Jul 16, 2002",27.75
"Jul 15, 2002",27.07
"Jul 12, 2002",27.48
"Jul 11, 2002",26.83
"Jul 10, 2002",26.77
"Jul 09, 2002",26.09
"Jul 08, 2002",26.07
"Jul 03, 2002",26.8
"Jul 02, 2002",26.77
"Jul 01, 2002",26.81
"Jun 28, 2002",26.86
"Jun 27, 2002",26.86
"Jun 26, 2002",26.76
"Jun 25, 2002",26.32
"Jun 24, 2002",26.47
"Jun 21, 2002",25.82
"Jun 20, 2002",25.53
"Jun 19, 2002",25.31
"Jun 18, 2002",25.43
"Jun 17, 2002",26.09
"Jun 14, 2002",25.94
"Jun 13, 2002",25.64
"Jun 12, 2002",24.64
"Jun 11, 2002",24.12
"Jun 10, 2002",24.29
"Jun 07, 2002",24.75
"Jun 06, 2002",24.79
"Jun 05, 2002",24.89
"Jun 04, 2002",25.33
"Jun 03, 2002",25.08
"May 31, 2002",25.31
"May 30, 2002",24.67
"May 29, 2002",25.76
"May 28, 2002",25.27
"May 24, 2002",25.88
"May 23, 2002",26.15
"May 22, 2002",26.37
"May 21, 2002",27.33
"May 20, 2002",28.33
"May 17, 2002",28.18
"May 16, 2002",27.95
"May 15, 2002",28.15
"May 14, 2002",29.36
"May 13, 2002",28.38
"May 10, 2002",27.99
"May 09, 2002",27.68
"May 08, 2002",27.85
"May 07, 2002",26.63
"May 06, 2002",26.12
"May 03, 2002",26.62
"May 02, 2002",26.24
"May 01, 2002",26.75
"Apr 30, 2002",27.29
"Apr 29, 2002",27.57
"Apr 26, 2002",27.11
"Apr 25, 2002",26.73
"Apr 24, 2002",26.38
"Apr 23, 2002",26.62
"Apr 22, 2002",26.27
"Apr 19, 2002",26.38
"Apr 18, 2002",26.18
"Apr 17, 2002",25.94
"Apr 16, 2002",24.75
"Apr 15, 2002",24.57
"Apr 12, 2002",23.47
"Apr 11, 2002",24.99
"Apr 10, 2002",26.13
"Apr 09, 2002",25.82
"Apr 08, 2002",26.54
"Apr 05, 2002",26.21
"Apr 04, 2002",26.58
"Apr 03, 2002",27.56
"Apr 02, 2002",27.71
"Apr 01, 2002",26.88
"Mar 28, 2002",26.31
"Mar 27, 2002",25.87
"Mar 26, 2002",25.36
"Mar 25, 2002",24.99
"Mar 22, 2002",25.35
"Mar 21, 2002",25.61
"Mar 20, 2002",24.9
"Mar 19, 2002",24.88
"Mar 18, 2002",25.11
"Mar 15, 2002",24.51
"Mar 14, 2002",24.56
"Mar 13, 2002",24.16
"Mar 12, 2002",24.2
"Mar 11, 2002",24.31
"Mar 08, 2002",23.84
"Mar 07, 2002",23.71
"Mar 06, 2002",23.15
"Mar 05, 2002",23.17
"Mar 04, 2002",22.45
