,Date,Price
1183,"Aug 06, 2015",44.66
1184,"Aug 05, 2015",45.15
1185,"Aug 04, 2015",45.74
1186,"Aug 03, 2015",45.17
1187,"Jul 31, 2015",47.12
1188,"Jul 30, 2015",48.52
1189,"Jul 29, 2015",48.79
1190,"Jul 28, 2015",47.98
1191,"Jul 27, 2015",47.39
1192,"Jul 24, 2015",48.14
1193,"Jul 23, 2015",48.45
1194,"Jul 22, 2015",49.19
1195,"Jul 21, 2015",50.36
1196,"Jul 20, 2015",50.15
1197,"Jul 17, 2015",50.89
1198,"Jul 16, 2015",50.91
1199,"Jul 15, 2015",51.41
1200,"Jul 14, 2015",53.04
1201,"Jul 13, 2015",52.2
1202,"Jul 10, 2015",52.74
1203,"Jul 09, 2015",52.78
1204,"Jul 08, 2015",51.65
1205,"Jul 07, 2015",52.33
1206,"Jul 06, 2015",52.53
1207,"Jul 03, 2015",55.52
1208,"Jul 02, 2015",56.93
1209,"Jul 01, 2015",56.96
1210,"Jun 30, 2015",59.47
1211,"Jun 29, 2015",58.33
1212,"Jun 26, 2015",59.63
1213,"Jun 25, 2015",59.7
1214,"Jun 24, 2015",60.27
1215,"Jun 23, 2015",61.01
1216,"Jun 22, 2015",59.68
1217,"Jun 19, 2015",59.61
1218,"Jun 18, 2015",60.45
1219,"Jun 17, 2015",59.92
1220,"Jun 16, 2015",59.97
1221,"Jun 15, 2015",59.52
1222,"Jun 12, 2015",59.96
1223,"Jun 11, 2015",60.77
1224,"Jun 10, 2015",61.43
1225,"Jun 09, 2015",60.14
1226,"Jun 08, 2015",58.14
1227,"Jun 05, 2015",59.13
1228,"Jun 04, 2015",58
1229,"Jun 03, 2015",59.64
1230,"Jun 02, 2015",61.26
1231,"Jun 01, 2015",60.2
1232,"May 29, 2015",60.3
1233,"May 28, 2015",57.68
1234,"May 27, 2015",57.51
1235,"May 26, 2015",58.03
1236,"May 25, 2015",59.85
1237,"May 24, 2015",59.92
1238,"May 22, 2015",59.72
1239,"May 21, 2015",60.72
1240,"May 20, 2015",58.98
1241,"May 19, 2015",57.26
1242,"May 18, 2015",59.43
1243,"May 15, 2015",59.69
1244,"May 14, 2015",59.88
1245,"May 13, 2015",60.5
1246,"May 12, 2015",60.75
1247,"May 11, 2015",59.25
1248,"May 08, 2015",59.39
1249,"May 07, 2015",58.94
1250,"May 06, 2015",60.93
1251,"May 05, 2015",60.4
1252,"May 04, 2015",58.93
1253,"May 01, 2015",59.15
1254,"Apr 30, 2015",59.63
1255,"Apr 29, 2015",58.58
1256,"Apr 28, 2015",57.06
1257,"Apr 27, 2015",56.99
1258,"Apr 24, 2015",57.15
1259,"Apr 23, 2015",57.74
1260,"Apr 22, 2015",56.16
1261,"Apr 21, 2015",55.26
1262,"Apr 20, 2015",56.38
1263,"Apr 17, 2015",55.74
1264,"Apr 16, 2015",56.71
1265,"Apr 15, 2015",56.39
1266,"Apr 14, 2015",53.29
1267,"Apr 13, 2015",51.91
1268,"Apr 10, 2015",51.64
1269,"Apr 09, 2015",50.79
1270,"Apr 08, 2015",50.42
1271,"Apr 07, 2015",53.98
1272,"Apr 06, 2015",52.14
1273,"Apr 03, 2015",49.14
1274,"Apr 02, 2015",49.14
1275,"Apr 01, 2015",50.09
1276,"Mar 31, 2015",47.6
1277,"Mar 30, 2015",48.68
1278,"Mar 27, 2015",48.87
1279,"Mar 26, 2015",51.43
1280,"Mar 25, 2015",49.21
1281,"Mar 24, 2015",47.51
1282,"Mar 23, 2015",47.45
1283,"Mar 20, 2015",45.72
1284,"Mar 19, 2015",43.96
1285,"Mar 18, 2015",44.66
1286,"Mar 17, 2015",43.46
1287,"Mar 16, 2015",43.88
1288,"Mar 13, 2015",44.84
1289,"Mar 12, 2015",47.05
1290,"Mar 11, 2015",48.17
1291,"Mar 10, 2015",48.29
1292,"Mar 09, 2015",50
1293,"Mar 06, 2015",49.61
1294,"Mar 05, 2015",50.76
1295,"Mar 04, 2015",51.53
1296,"Mar 03, 2015",50.52
1297,"Mar 02, 2015",49.59
1298,"Feb 27, 2015",49.76
1299,"Feb 26, 2015",48.17
1300,"Feb 25, 2015",50.99
1301,"Feb 24, 2015",49.28
1302,"Feb 23, 2015",49.45
1303,"Feb 20, 2015",50.34
1304,"Feb 19, 2015",51.16
1305,"Feb 18, 2015",52.14
1306,"Feb 17, 2015",53.53
1307,"Feb 16, 2015",53.61
1308,"Feb 15, 2015",54.06
1309,"Feb 13, 2015",52.78
1310,"Feb 12, 2015",51.21
1311,"Feb 11, 2015",48.84
1312,"Feb 10, 2015",50.02
1313,"Feb 09, 2015",52.86
1314,"Feb 06, 2015",51.69
1315,"Feb 05, 2015",50.48
1316,"Feb 04, 2015",48.45
1317,"Feb 03, 2015",53.05
1318,"Feb 02, 2015",49.57
1319,"Jan 30, 2015",48.24
1320,"Jan 29, 2015",44.53
1321,"Jan 28, 2015",44.45
1322,"Jan 27, 2015",46.23
1323,"Jan 26, 2015",45.15
1324,"Jan 23, 2015",45.59
1325,"Jan 22, 2015",46.31
1326,"Jan 21, 2015",47.78
1327,"Jan 20, 2015",46.39
1328,"Jan 19, 2015",47.78
1329,"Jan 18, 2015",48.85
1330,"Jan 16, 2015",48.69
1331,"Jan 15, 2015",46.25
1332,"Jan 14, 2015",48.48
1333,"Jan 13, 2015",45.89
1334,"Jan 12, 2015",46.07
1335,"Jan 09, 2015",48.36
1336,"Jan 08, 2015",48.79
1337,"Jan 07, 2015",48.65
1338,"Jan 06, 2015",47.93
1339,"Jan 05, 2015",50.04
1340,"Jan 02, 2015",52.69
1341,"Jan 01, 2015",54.56
1342,"Dec 31, 2014",53.27
1343,"Dec 30, 2014",54.12
1344,"Dec 29, 2014",53.61
1345,"Dec 26, 2014",54.73
1346,"Dec 25, 2014",55.92
1347,"Dec 24, 2014",55.84
1348,"Dec 23, 2014",57.12
1349,"Dec 22, 2014",55.26
1350,"Dec 19, 2014",56.52
1351,"Dec 18, 2014",54.11
1352,"Dec 17, 2014",56.47
1353,"Dec 16, 2014",55.93
1354,"Dec 15, 2014",55.91
1355,"Dec 12, 2014",57.81
1356,"Dec 11, 2014",59.95
1357,"Dec 10, 2014",60.94
1358,"Dec 09, 2014",63.82
1359,"Dec 08, 2014",63.05
1360,"Dec 05, 2014",65.84
1361,"Dec 04, 2014",66.81
1362,"Dec 03, 2014",67.38
1363,"Dec 02, 2014",66.88
1364,"Dec 01, 2014",69
1365,"Nov 28, 2014",66.15
1366,"Nov 27, 2014",68.55
1367,"Nov 26, 2014",73.69
1368,"Nov 25, 2014",74.09
1369,"Nov 24, 2014",75.78
1370,"Nov 21, 2014",76.51
1371,"Nov 20, 2014",75.58
1372,"Nov 19, 2014",74.58
1373,"Nov 18, 2014",74.61
1374,"Nov 17, 2014",75.64
1375,"Nov 14, 2014",75.82
1376,"Nov 13, 2014",74.21
1377,"Nov 12, 2014",77.18
1378,"Nov 11, 2014",77.94
1379,"Nov 10, 2014",77.4
1380,"Nov 07, 2014",78.65
1381,"Nov 06, 2014",77.91
1382,"Nov 05, 2014",78.68
1383,"Nov 04, 2014",77.19
1384,"Nov 03, 2014",78.78
1385,"Oct 31, 2014",80.54
1386,"Oct 30, 2014",81.12
1387,"Oct 29, 2014",82.2
1388,"Oct 28, 2014",81.42
1389,"Oct 27, 2014",81
1390,"Oct 24, 2014",81.01
1391,"Oct 23, 2014",82.09
1392,"Oct 22, 2014",80.52
1393,"Oct 21, 2014",82.81
1394,"Oct 20, 2014",82.71
1395,"Oct 17, 2014",82.75
1396,"Oct 16, 2014",82.7
1397,"Oct 15, 2014",81.78
1398,"Oct 14, 2014",81.84
1399,"Oct 13, 2014",85.74
1400,"Oct 10, 2014",85.82
1401,"Oct 09, 2014",85.77
1402,"Oct 08, 2014",87.31
1403,"Oct 07, 2014",88.85
1404,"Oct 06, 2014",90.34
1405,"Oct 03, 2014",89.74
1406,"Oct 02, 2014",91.01
1407,"Oct 01, 2014",90.73
1408,"Sep 30, 2014",91.16
1409,"Sep 29, 2014",94.57
1410,"Sep 26, 2014",93.54
1411,"Sep 25, 2014",92.53
1412,"Sep 24, 2014",92.8
1413,"Sep 23, 2014",91.56
1414,"Sep 22, 2014",91.52
1415,"Sep 19, 2014",92.41
1416,"Sep 18, 2014",93.07
1417,"Sep 17, 2014",94.42
1418,"Sep 16, 2014",94.88
1419,"Sep 15, 2014",92.92
1420,"Sep 12, 2014",92.27
1421,"Sep 11, 2014",92.83
1422,"Sep 10, 2014",91.67
1423,"Sep 09, 2014",92.75
1424,"Sep 08, 2014",92.66
1425,"Sep 05, 2014",93.29
1426,"Sep 04, 2014",94.45
1427,"Sep 03, 2014",95.54
1428,"Sep 02, 2014",92.88
1429,"Sep 01, 2014",95.83
1430,"Aug 29, 2014",95.96
1431,"Aug 28, 2014",94.55
1432,"Aug 27, 2014",93.88
1433,"Aug 26, 2014",93.86
1434,"Aug 25, 2014",93.35
1435,"Aug 22, 2014",93.65
1436,"Aug 21, 2014",93.96
1437,"Aug 20, 2014",96.07
1438,"Aug 19, 2014",94.48
1439,"Aug 18, 2014",96.41
1440,"Aug 15, 2014",97.35
1441,"Aug 14, 2014",95.58
1442,"Aug 13, 2014",97.59
1443,"Aug 12, 2014",97.37
1444,"Aug 11, 2014",98.08
1445,"Aug 08, 2014",97.65
1446,"Aug 07, 2014",97.34
1447,"Aug 06, 2014",96.92
1448,"Aug 05, 2014",97.38
1449,"Aug 04, 2014",98.29
1450,"Aug 01, 2014",97.88
1451,"Jul 31, 2014",98.17
1452,"Jul 30, 2014",100.27
1453,"Jul 29, 2014",100.97
1454,"Jul 28, 2014",101.67
1455,"Jul 25, 2014",102.09
1456,"Jul 24, 2014",102.07
1457,"Jul 23, 2014",103.12
1458,"Jul 22, 2014",104.42
1459,"Jul 21, 2014",104.59
1460,"Jul 18, 2014",103.13
1461,"Jul 17, 2014",103.19
1462,"Jul 16, 2014",101.2
1463,"Jul 15, 2014",99.96
1464,"Jul 14, 2014",100.91
1465,"Jul 11, 2014",100.83
1466,"Jul 10, 2014",102.93
1467,"Jul 09, 2014",102.29
1468,"Jul 08, 2014",103.4
1469,"Jul 07, 2014",103.53
1470,"Jul 04, 2014",103.76
1471,"Jul 03, 2014",104.06
1472,"Jul 02, 2014",104.48
1473,"Jul 01, 2014",105.34
1474,"Jun 30, 2014",105.37
1475,"Jun 27, 2014",105.74
1476,"Jun 26, 2014",105.84
1477,"Jun 25, 2014",106.5
1478,"Jun 24, 2014",106.03
1479,"Jun 23, 2014",106.17
1480,"Jun 20, 2014",107.26
1481,"Jun 19, 2014",106.43
1482,"Jun 18, 2014",105.97
1483,"Jun 17, 2014",106.36
1484,"Jun 16, 2014",106.9
1485,"Jun 13, 2014",106.91
1486,"Jun 12, 2014",106.53
1487,"Jun 11, 2014",104.4
1488,"Jun 10, 2014",104.35
1489,"Jun 09, 2014",104.41
1490,"Jun 06, 2014",102.66
1491,"Jun 05, 2014",102.48
1492,"Jun 04, 2014",102.64
1493,"Jun 03, 2014",102.66
1494,"Jun 02, 2014",102.47
1495,"May 30, 2014",102.71
1496,"May 29, 2014",103.58
1497,"May 28, 2014",102.72
1498,"May 27, 2014",104.11
1499,"May 26, 2014",104.28
1500,"May 23, 2014",104.35
1501,"May 22, 2014",103.74
1502,"May 21, 2014",104.07
1503,"May 20, 2014",102.44
1504,"May 19, 2014",102.61
1505,"May 16, 2014",102.02
1506,"May 15, 2014",101.5
1507,"May 14, 2014",102.37
1508,"May 13, 2014",101.7
1509,"May 12, 2014",100.59
1510,"May 09, 2014",99.99
1511,"May 08, 2014",100.26
1512,"May 07, 2014",100.77
1513,"May 06, 2014",99.5
1514,"May 05, 2014",99.48
1515,"May 02, 2014",99.76
1516,"May 01, 2014",99.42
1517,"Apr 30, 2014",99.74
1518,"Apr 29, 2014",101.28
1519,"Apr 28, 2014",100.84
1520,"Apr 25, 2014",100.6
1521,"Apr 24, 2014",101.94
1522,"Apr 23, 2014",101.44
1523,"Apr 22, 2014",102.13
1524,"Apr 21, 2014",104.37
1525,"Apr 17, 2014",104.3
1526,"Apr 16, 2014",103.76
1527,"Apr 15, 2014",103.75
1528,"Apr 14, 2014",104.05
1529,"Apr 11, 2014",103.74
1530,"Apr 10, 2014",103.4
1531,"Apr 09, 2014",103.6
1532,"Apr 08, 2014",102.56
1533,"Apr 07, 2014",100.44
1534,"Apr 04, 2014",101.14
1535,"Apr 03, 2014",100.29
1536,"Apr 02, 2014",99.62
1537,"Apr 01, 2014",99.74
1538,"Mar 31, 2014",101.58
1539,"Mar 28, 2014",101.67
1540,"Mar 27, 2014",101.28
1541,"Mar 26, 2014",100.26
1542,"Mar 25, 2014",99.19
1543,"Mar 24, 2014",99.6
1544,"Mar 21, 2014",99.46
1545,"Mar 20, 2014",99.43
1546,"Mar 19, 2014",100.37
1547,"Mar 18, 2014",99.7
1548,"Mar 17, 2014",98.08
1549,"Mar 14, 2014",98.89
1550,"Mar 13, 2014",98.2
1551,"Mar 12, 2014",97.99
1552,"Mar 11, 2014",100.03
1553,"Mar 10, 2014",101.12
1554,"Mar 07, 2014",102.58
1555,"Mar 06, 2014",101.56
1556,"Mar 05, 2014",101.45
1557,"Mar 04, 2014",103.33
1558,"Mar 03, 2014",104.92
1559,"Feb 28, 2014",102.59
1560,"Feb 27, 2014",102.4
1561,"Feb 26, 2014",102.59
1562,"Feb 25, 2014",101.83
1563,"Feb 24, 2014",102.82
1564,"Feb 21, 2014",102.2
1565,"Feb 20, 2014",102.92
1566,"Feb 19, 2014",103.31
1567,"Feb 18, 2014",102.43
1568,"Feb 17, 2014",100.58
1569,"Feb 14, 2014",100.3
1570,"Feb 13, 2014",100.35
1571,"Feb 12, 2014",100.37
1572,"Feb 11, 2014",99.94
1573,"Feb 10, 2014",100.06
1574,"Feb 07, 2014",99.88
1575,"Feb 06, 2014",97.84
1576,"Feb 05, 2014",97.38
1577,"Feb 04, 2014",97.19
1578,"Feb 03, 2014",96.43
1579,"Jan 31, 2014",97.49
1580,"Jan 30, 2014",98.23
1581,"Jan 29, 2014",97.36
1582,"Jan 28, 2014",97.41
1583,"Jan 27, 2014",95.72
1584,"Jan 24, 2014",96.64
1585,"Jan 23, 2014",97.32
1586,"Jan 22, 2014",96.73
1587,"Jan 21, 2014",94.99
1588,"Jan 20, 2014",93.93
1589,"Jan 17, 2014",94.37
1590,"Jan 16, 2014",93.96
1591,"Jan 15, 2014",94.17
1592,"Jan 14, 2014",92.59
1593,"Jan 13, 2014",91.8
1594,"Jan 10, 2014",92.72
1595,"Jan 09, 2014",91.66
1596,"Jan 08, 2014",92.33
1597,"Jan 07, 2014",93.67
1598,"Jan 06, 2014",93.43
1599,"Jan 03, 2014",93.96
1600,"Jan 02, 2014",95.44
1601,"Jan 01, 2014",98.7
1602,"Dec 31, 2013",98.42
1603,"Dec 30, 2013",99.29
1604,"Dec 27, 2013",100.32
1605,"Dec 26, 2013",99.55
1606,"Dec 24, 2013",99.22
1607,"Dec 23, 2013",98.91
1608,"Dec 20, 2013",99.32
1609,"Dec 19, 2013",98.77
1610,"Dec 18, 2013",97.8
1611,"Dec 17, 2013",97.22
1612,"Dec 16, 2013",97.48
1613,"Dec 13, 2013",96.6
1614,"Dec 12, 2013",97.5
1615,"Dec 11, 2013",97.44
1616,"Dec 10, 2013",98.51
1617,"Dec 09, 2013",97.34
1618,"Dec 06, 2013",97.65
1619,"Dec 05, 2013",97.38
1620,"Dec 04, 2013",97.2
1621,"Dec 03, 2013",96.04
1622,"Dec 02, 2013",93.82
1623,"Nov 29, 2013",92.72
1624,"Nov 28, 2013",92.28
1625,"Nov 27, 2013",92.3
1626,"Nov 26, 2013",93.68
1627,"Nov 25, 2013",94.09
1628,"Nov 22, 2013",94.84
1629,"Nov 21, 2013",95.44
1630,"Nov 20, 2013",93.33
1631,"Nov 19, 2013",93.34
1632,"Nov 18, 2013",93.03
1633,"Nov 15, 2013",93.84
1634,"Nov 14, 2013",93.76
1635,"Nov 13, 2013",93.88
1636,"Nov 12, 2013",93.04
1637,"Nov 11, 2013",95.14
1638,"Nov 08, 2013",94.6
1639,"Nov 07, 2013",94.2
1640,"Nov 06, 2013",94.8
1641,"Nov 05, 2013",93.37
1642,"Nov 04, 2013",94.62
1643,"Nov 01, 2013",94.61
1644,"Oct 31, 2013",96.38
1645,"Oct 30, 2013",96.77
1646,"Oct 29, 2013",98.2
1647,"Oct 28, 2013",98.68
1648,"Oct 25, 2013",97.85
1649,"Oct 24, 2013",97.11
1650,"Oct 23, 2013",96.86
1651,"Oct 22, 2013",97.8
1652,"Oct 21, 2013",99.22
1653,"Oct 18, 2013",100.81
1654,"Oct 17, 2013",100.67
1655,"Oct 16, 2013",102.29
1656,"Oct 15, 2013",101.21
1657,"Oct 14, 2013",102.41
1658,"Oct 11, 2013",102.02
1659,"Oct 10, 2013",103.01
1660,"Oct 09, 2013",101.61
1661,"Oct 08, 2013",103.49
1662,"Oct 07, 2013",103.03
1663,"Oct 04, 2013",103.84
1664,"Oct 03, 2013",103.31
1665,"Oct 02, 2013",104.1
1666,"Oct 01, 2013",102.04
1667,"Sep 30, 2013",102.33
1668,"Sep 27, 2013",102.87
1669,"Sep 26, 2013",103.03
1670,"Sep 25, 2013",102.66
1671,"Sep 24, 2013",103.13
1672,"Sep 23, 2013",103.59
1673,"Sep 20, 2013",104.68
1674,"Sep 19, 2013",106.39
1675,"Sep 18, 2013",108.07
1676,"Sep 17, 2013",105.42
1677,"Sep 16, 2013",106.59
1678,"Sep 13, 2013",108.21
1679,"Sep 12, 2013",108.6
1680,"Sep 11, 2013",107.56
1681,"Sep 10, 2013",107.39
1682,"Sep 09, 2013",109.52
1683,"Sep 06, 2013",110.53
1684,"Sep 05, 2013",108.37
1685,"Sep 04, 2013",107.23
1686,"Sep 03, 2013",108.54
1687,"Sep 02, 2013",106.75
1688,"Aug 30, 2013",107.65
1689,"Aug 29, 2013",108.8
1690,"Aug 28, 2013",110.1
1691,"Aug 27, 2013",109.01
1692,"Aug 26, 2013",105.92
1693,"Aug 23, 2013",106.42
1694,"Aug 22, 2013",105.03
1695,"Aug 21, 2013",103.85
1696,"Aug 20, 2013",104.96
1697,"Aug 19, 2013",107.1
1698,"Aug 16, 2013",107.46
1699,"Aug 15, 2013",107.33
1700,"Aug 14, 2013",106.85
1701,"Aug 13, 2013",106.83
1702,"Aug 12, 2013",106.11
1703,"Aug 09, 2013",105.97
1704,"Aug 08, 2013",103.4
1705,"Aug 07, 2013",104.37
1706,"Aug 06, 2013",105.3
1707,"Aug 05, 2013",106.56
1708,"Aug 02, 2013",106.94
1709,"Aug 01, 2013",107.89
1710,"Jul 31, 2013",105.03
1711,"Jul 30, 2013",103.08
1712,"Jul 29, 2013",104.55
1713,"Jul 26, 2013",104.7
1714,"Jul 25, 2013",105.49
1715,"Jul 24, 2013",105.39
1716,"Jul 23, 2013",107.23
1717,"Jul 22, 2013",106.91
1718,"Jul 19, 2013",108.05
1719,"Jul 18, 2013",108.04
1720,"Jul 17, 2013",106.48
1721,"Jul 16, 2013",106
1722,"Jul 15, 2013",106.32
1723,"Jul 12, 2013",105.95
1724,"Jul 11, 2013",104.91
1725,"Jul 10, 2013",106.52
1726,"Jul 09, 2013",103.53
1727,"Jul 08, 2013",103.14
1728,"Jul 05, 2013",103.22
1729,"Jul 04, 2013",101.4
1730,"Jul 03, 2013",101.24
1731,"Jul 02, 2013",99.6
1732,"Jul 01, 2013",97.99
1733,"Jun 28, 2013",96.56
1734,"Jun 27, 2013",97.05
1735,"Jun 26, 2013",95.5
1736,"Jun 25, 2013",95.32
1737,"Jun 24, 2013",95.18
1738,"Jun 21, 2013",93.69
1739,"Jun 20, 2013",95.4
1740,"Jun 19, 2013",98.24
1741,"Jun 18, 2013",98.44
1742,"Jun 17, 2013",97.77
1743,"Jun 14, 2013",97.85
1744,"Jun 13, 2013",96.69
1745,"Jun 12, 2013",95.88
1746,"Jun 11, 2013",95.38
1747,"Jun 10, 2013",95.77
1748,"Jun 07, 2013",96.03
1749,"Jun 06, 2013",94.76
1750,"Jun 05, 2013",93.74
1751,"Jun 04, 2013",93.31
1752,"Jun 03, 2013",93.45
1753,"May 31, 2013",91.97
1754,"May 30, 2013",93.61
1755,"May 29, 2013",93.13
1756,"May 28, 2013",95.01
1757,"May 27, 2013",93.83
1758,"May 24, 2013",94.15
1759,"May 23, 2013",94.25
1760,"May 22, 2013",94.28
1761,"May 21, 2013",96.16
1762,"May 20, 2013",96.71
1763,"May 17, 2013",96.02
1764,"May 16, 2013",95.16
1765,"May 15, 2013",94.3
1766,"May 14, 2013",94.21
1767,"May 13, 2013",95.17
1768,"May 10, 2013",96.04
1769,"May 09, 2013",96.39
1770,"May 08, 2013",96.62
1771,"May 07, 2013",95.62
1772,"May 06, 2013",96.16
1773,"May 03, 2013",95.61
1774,"May 02, 2013",93.99
1775,"May 01, 2013",91.03
1776,"Apr 30, 2013",93.46
1777,"Apr 29, 2013",94.5
1778,"Apr 26, 2013",93
1779,"Apr 25, 2013",93.64
1780,"Apr 24, 2013",91.43
1781,"Apr 23, 2013",89.18
1782,"Apr 22, 2013",88.76
1783,"Apr 19, 2013",88.01
1784,"Apr 18, 2013",87.73
1785,"Apr 17, 2013",86.68
1786,"Apr 16, 2013",88.72
1787,"Apr 15, 2013",88.71
1788,"Apr 12, 2013",91.29
1789,"Apr 11, 2013",93.51
1790,"Apr 10, 2013",94.64
1791,"Apr 09, 2013",94.2
1792,"Apr 08, 2013",93.36
1793,"Apr 05, 2013",92.7
1794,"Apr 04, 2013",93.26
1795,"Apr 03, 2013",94.45
1796,"Apr 02, 2013",97.19
1797,"Apr 01, 2013",97.07
1798,"Mar 28, 2013",97.23
1799,"Mar 27, 2013",96.58
1800,"Mar 26, 2013",96.34
1801,"Mar 25, 2013",94.81
1802,"Mar 22, 2013",93.71
1803,"Mar 21, 2013",92.45
1804,"Mar 20, 2013",92.96
1805,"Mar 19, 2013",92.16
1806,"Mar 18, 2013",93.74
1807,"Mar 15, 2013",93.45
1808,"Mar 14, 2013",93.03
1809,"Mar 13, 2013",92.52
1810,"Mar 12, 2013",92.54
1811,"Mar 11, 2013",92.06
1812,"Mar 08, 2013",91.95
1813,"Mar 07, 2013",91.56
1814,"Mar 06, 2013",90.43
1815,"Mar 05, 2013",90.82
1816,"Mar 04, 2013",90.12
1817,"Mar 01, 2013",90.68
1818,"Feb 28, 2013",92.05
1819,"Feb 27, 2013",92.76
1820,"Feb 26, 2013",92.63
1821,"Feb 25, 2013",93.11
1822,"Feb 22, 2013",93.13
1823,"Feb 21, 2013",92.84
1824,"Feb 20, 2013",94.46
1825,"Feb 19, 2013",96.66
1826,"Feb 15, 2013",95.86
1827,"Feb 14, 2013",97.31
1828,"Feb 13, 2013",97.01
1829,"Feb 12, 2013",97.51
1830,"Feb 11, 2013",97.03
1831,"Feb 08, 2013",95.72
1832,"Feb 07, 2013",95.83
1833,"Feb 06, 2013",96.62
1834,"Feb 05, 2013",96.64
1835,"Feb 04, 2013",96.17
1836,"Feb 01, 2013",97.77
1837,"Jan 31, 2013",97.49
1838,"Jan 30, 2013",97.94
1839,"Jan 29, 2013",97.57
1840,"Jan 28, 2013",96.44
1841,"Jan 25, 2013",95.88
1842,"Jan 24, 2013",95.95
1843,"Jan 23, 2013",95.23
1844,"Jan 22, 2013",96.24
1845,"Jan 18, 2013",95.56
1846,"Jan 17, 2013",95.49
1847,"Jan 16, 2013",94.24
1848,"Jan 15, 2013",93.28
1849,"Jan 14, 2013",94.14
1850,"Jan 11, 2013",93.56
1851,"Jan 10, 2013",93.82
1852,"Jan 09, 2013",93.1
1853,"Jan 08, 2013",93.15
1854,"Jan 07, 2013",93.19
1855,"Jan 04, 2013",93.09
1856,"Jan 03, 2013",92.92
1857,"Jan 02, 2013",93.12
1858,"Dec 31, 2012",91.82
1859,"Dec 28, 2012",90.8
1860,"Dec 27, 2012",90.87
1861,"Dec 26, 2012",90.98
1862,"Dec 24, 2012",88.61
1863,"Dec 21, 2012",88.66
1864,"Dec 20, 2012",90.13
1865,"Dec 19, 2012",89.51
1866,"Dec 18, 2012",87.93
1867,"Dec 17, 2012",87.2
1868,"Dec 14, 2012",86.73
1869,"Dec 13, 2012",85.89
1870,"Dec 12, 2012",86.77
1871,"Dec 11, 2012",85.79
1872,"Dec 10, 2012",85.56
1873,"Dec 07, 2012",85.93
1874,"Dec 06, 2012",86.26
1875,"Dec 05, 2012",87.88
1876,"Dec 04, 2012",88.5
1877,"Dec 03, 2012",89.09
1878,"Nov 30, 2012",88.91
1879,"Nov 29, 2012",88.07
1880,"Nov 28, 2012",86.49
1881,"Nov 27, 2012",87.18
1882,"Nov 26, 2012",87.74
1883,"Nov 23, 2012",88.28
1884,"Nov 21, 2012",87.38
1885,"Nov 20, 2012",86.75
1886,"Nov 19, 2012",89.28
1887,"Nov 16, 2012",86.67
1888,"Nov 15, 2012",85.45
1889,"Nov 14, 2012",86.32
1890,"Nov 13, 2012",85.38
1891,"Nov 12, 2012",85.57
1892,"Nov 09, 2012",86.07
1893,"Nov 08, 2012",85.09
1894,"Nov 07, 2012",84.44
1895,"Nov 06, 2012",88.71
1896,"Nov 05, 2012",85.65
1897,"Nov 02, 2012",84.86
1898,"Nov 01, 2012",87.09
1899,"Oct 31, 2012",86.24
1900,"Oct 30, 2012",85.68
1901,"Oct 29, 2012",85.54
1902,"Oct 26, 2012",86.28
1903,"Oct 25, 2012",86.05
1904,"Oct 24, 2012",85.73
1905,"Oct 23, 2012",86.67
1906,"Oct 22, 2012",88.73
1907,"Oct 19, 2012",90.05
1908,"Oct 18, 2012",92.1
1909,"Oct 17, 2012",92.12
1910,"Oct 16, 2012",92.09
1911,"Oct 15, 2012",91.85
1912,"Oct 12, 2012",91.86
1913,"Oct 11, 2012",92.07
1914,"Oct 10, 2012",91.25
1915,"Oct 09, 2012",92.39
1916,"Oct 08, 2012",89.33
1917,"Oct 05, 2012",89.88
1918,"Oct 04, 2012",91.71
1919,"Oct 03, 2012",88.14
1920,"Oct 02, 2012",91.89
1921,"Oct 01, 2012",92.48
1922,"Sep 28, 2012",92.19
1923,"Sep 27, 2012",91.85
1924,"Sep 26, 2012",89.98
1925,"Sep 25, 2012",91.37
1926,"Sep 24, 2012",91.93
1927,"Sep 21, 2012",92.89
1928,"Sep 20, 2012",91.87
1929,"Sep 19, 2012",91.98
1930,"Sep 18, 2012",95.29
1931,"Sep 17, 2012",96.62
1932,"Sep 14, 2012",99
1933,"Sep 13, 2012",98.31
1934,"Sep 12, 2012",97.01
1935,"Sep 11, 2012",97.17
1936,"Sep 10, 2012",96.54
1937,"Sep 07, 2012",96.42
1938,"Sep 06, 2012",95.53
1939,"Sep 05, 2012",95.36
1940,"Sep 04, 2012",95.3
1941,"Aug 31, 2012",96.47
1942,"Aug 30, 2012",94.62
1943,"Aug 29, 2012",95.49
1944,"Aug 28, 2012",96.33
1945,"Aug 27, 2012",95.47
1946,"Aug 24, 2012",96.15
1947,"Aug 23, 2012",96.27
1948,"Aug 22, 2012",97.26
1949,"Aug 21, 2012",96.68
1950,"Aug 20, 2012",95.97
1951,"Aug 17, 2012",96.01
1952,"Aug 16, 2012",95.6
1953,"Aug 15, 2012",94.33
1954,"Aug 14, 2012",93.43
1955,"Aug 13, 2012",92.73
1956,"Aug 10, 2012",92.87
1957,"Aug 09, 2012",93.36
1958,"Aug 08, 2012",93.35
1959,"Aug 07, 2012",93.67
1960,"Aug 06, 2012",92.2
1961,"Aug 03, 2012",91.4
1962,"Aug 02, 2012",87.13
1963,"Aug 01, 2012",88.91
1964,"Jul 31, 2012",88.06
1965,"Jul 30, 2012",89.78
1966,"Jul 27, 2012",90.13
1967,"Jul 26, 2012",89.39
